"PERIODO","NOMBRE_FACULTAD","NOMBRE_PROGRAMA","JORNADA","MODALIDAD","NOMBRE_SEDE","ORIGEN_GEOGRAFICO","FECHA_NACIMIENTO","GENERO","ESTRATO","NOMBRE_ESTADO"
"PRIMER  SEMESTRE DE 2019","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","2-Jul-94","M","2","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","27-Nov-99","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS","MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","2-Oct-00","F","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS AGROPECUARIAS","INGENIERIA AGRONOMICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","7-Jan-98","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS AGROPECUARIAS","MEDICINA VETERINARIA Y ZOOTECNIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","31-Oct-97","F","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL","DIURNA","PRESENCIAL","TUNJA","TUNJA","26-Jul-97","F","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES","DIURNA","PRESENCIAL","TUNJA","TUNJA","17-Jan-95","F","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES","DIURNA","PRESENCIAL","TUNJA","TUNJA","19-Jan-94","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES","DIURNA","PRESENCIAL","TUNJA","TUNJA","7-Sep-00","M","2","NO MATRICULADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA EN EDUCACION PREESCOLAR","DIURNA","PRESENCIAL","TUNJA","TUNJA","10-Jan-99","F","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS","DIURNA","PRESENCIAL","TUNJA","TUNJA","26-Nov-93","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA EN LENGUAS EXTRANJERAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","7-Jul-93","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA EN MUSICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","13-Apr-91","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS DE LA EDUCACION","LICENCIATURA EN MUSICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","13-May-97","M","2","NO MATRICULADO"
"SEGUNDO SEMESTRE DE 2019","CIENCIAS ECONOMICAS Y ADMINISTRATIVAS","ECONOMIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","25-May-00","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","INGENIERIA","INGENIERIA CIVIL","DIURNA","PRESENCIAL","TUNJA","TUNJA","20-Jun-98","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","INGENIERIA","INGENIERIA DE SISTEMAS Y COMPUTACION","DIURNA","PRESENCIAL","TUNJA","TUNJA","17-Mar-96","M","2","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2021","CIENCIAS","MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","6-Jun-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","CIENCIAS AGROPECUARIAS","MEDICINA VETERINARIA Y ZOOTECNIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","21-Jun-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","CIENCIAS AGROPECUARIAS","MEDICINA VETERINARIA Y ZOOTECNIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","21-Jul-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","CIENCIAS DE LA EDUCACION","LICENCIATURA EN MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","1-Oct-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","CIENCIAS DE LA EDUCACION","LICENCIATURA EN MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","6-Jan-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","CIENCIAS DE LA EDUCACION","LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE","DIURNA","PRESENCIAL","TUNJA","TUNJA","25-Mar-96","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER  SEMESTRE DE 2021","CIENCIAS DE LA EDUCACION","LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE","DIURNA","PRESENCIAL","TUNJA","TUNJA","25-Jun-99","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","CIENCIAS DE LA EDUCACION","LICENCIATURA EN CIENCIAS SOCIALES","DIURNA","PRESENCIAL","TUNJA","TUNJA","18-Mar-97","F","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","CIENCIAS DE LA EDUCACION","LICENCIATURA EN CIENCIAS SOCIALES","DIURNA","PRESENCIAL","TUNJA","TUNJA","8-May-95","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER  SEMESTRE DE 2021","CIENCIAS ECONOMICAS Y ADMINISTRATIVAS","ADMINISTRACION DE EMPRESAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","19-May-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","11-Sep-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","INGENIERIA","INGENIERIA DE TRANSPORTE Y VIAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","22-Oct-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","INGENIERIA","INGENIERIA DE TRANSPORTE Y VIAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","24-Sep-99","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER  SEMESTRE DE 2021","INGENIERIA","INGENIERIA DE SISTEMAS Y COMPUTACION","DIURNA","PRESENCIAL","TUNJA","TUNJA","21-Aug-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","INGENIERIA","INGENIERIA DE SISTEMAS Y COMPUTACION","DIURNA","PRESENCIAL","TUNJA","TUNJA","18-Mar-96","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","INGENIERIA","INGENIERIA DE SISTEMAS Y COMPUTACION","DIURNA","PRESENCIAL","TUNJA","TUNJA","4-Jul-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","SECCIONAL SOGAMOSO","INGENIERIA ELECTRONICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","18-Oct-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","SECCIONAL SOGAMOSO","INGENIERIA ELECTRONICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","28-Mar-98","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2022","CIENCIAS","QUIMICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","12-Apr-97","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","CIENCIAS AGROPECUARIAS","MEDICINA VETERINARIA Y ZOOTECNIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","7-Jan-03","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","CIENCIAS DE LA EDUCACION","LICENCIATURA EN MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","16-Oct-01","F","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER SEMESTRE DE 2022","CIENCIAS DE LA EDUCACION","LICENCIATURA EN MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","4-Jun-99","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2022","CIENCIAS DE LA EDUCACION","LICENCIATURA EN CIENCIAS SOCIALES","DIURNA","PRESENCIAL","TUNJA","TUNJA","7-Aug-97","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","CIENCIAS DE LA EDUCACION","LICENCIATURA EN CIENCIAS SOCIALES","DIURNA","PRESENCIAL","TUNJA","TUNJA","19-Sep-76","M","2","PERDIO CUPO A130/98 ART. 80 LIT. A"
"PRIMER SEMESTRE DE 2022","CIENCIAS DE LA EDUCACION","LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA","DIURNA","PRESENCIAL","TUNJA","TUNJA","2-Feb-02","F","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2022","CIENCIAS DE LA SALUD","PSICOLOGIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","23-Jun-03","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","CIENCIAS ECONOMICAS Y ADMINISTRATIVAS","ECONOMIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","1-Jun-03","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","INGENIERIA","INGENIERIA CIVIL","DIURNA","PRESENCIAL","TUNJA","TUNJA","2-Sep-02","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","25-Nov-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER SEMESTRE DE 2022","INGENIERIA","INGENIERIA DE TRANSPORTE Y VIAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","14-Aug-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","INGENIERIA","INGENIERIA DE TRANSPORTE Y VIAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","22-Dec-94","F","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS","FISICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","6-May-03","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS","FISICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","21-Nov-98","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS","BIOLOGIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","25-Oct-02","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS","MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","26-Sep-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS","MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","17-Dec-96","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS AGROPECUARIAS","INGENIERIA AGRONOMICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","14-Oct-00","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS AGROPECUARIAS","MEDICINA VETERINARIA Y ZOOTECNIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","23-Aug-98","F","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS AGROPECUARIAS","MEDICINA VETERINARIA Y ZOOTECNIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","23-May-94","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS DE LA EDUCACION","LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE","DIURNA","PRESENCIAL","TUNJA","TUNJA","10-Jun-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS DE LA EDUCACION","LICENCIATURA EN CIENCIAS SOCIALES","DIURNA","PRESENCIAL","TUNJA","TUNJA","24-Jun-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS DE LA EDUCACION","LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA","DIURNA","PRESENCIAL","TUNJA","TUNJA","27-Feb-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS DE LA SALUD","PSICOLOGIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","19-Sep-03","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2022","CIENCIAS ECONOMICAS Y ADMINISTRATIVAS","ECONOMIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","7-Apr-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2022","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","6-Jun-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2022","INGENIERIA","INGENIERIA DE TRANSPORTE Y VIAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","4-Sep-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2022","SECCIONAL SOGAMOSO","INGENIERIA ELECTRONICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","24-Nov-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER SEMESTRE DE 2023","CIENCIAS","FISICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","27-Feb-03","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2023","CIENCIAS","BIOLOGIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","3-Oct-97","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2023","CIENCIAS","MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","21-Nov-03","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2023","CIENCIAS","MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","12-May-05","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2023","CIENCIAS DE LA EDUCACION","LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL","DIURNA","PRESENCIAL","TUNJA","TUNJA","23-Feb-98","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2023","CIENCIAS DE LA EDUCACION","LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE","DIURNA","PRESENCIAL","TUNJA","TUNJA","13-Sep-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2023","CIENCIAS DE LA EDUCACION","LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA","DIURNA","PRESENCIAL","TUNJA","TUNJA","5-May-01","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2023","CIENCIAS ECONOMICAS Y ADMINISTRATIVAS","ECONOMIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","22-Oct-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2023","DERECHO Y CIENCIAS  SOCIALES","DERECHO","DIURNA","PRESENCIAL","TUNJA","TUNJA","13-Sep-03","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2023","INGENIERIA","INGENIERIA CIVIL","DIURNA","PRESENCIAL","TUNJA","TUNJA","18-Oct-99","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2023","INGENIERIA","INGENIERIA DE SISTEMAS Y COMPUTACION","DIURNA","PRESENCIAL","TUNJA","TUNJA","24-Nov-00","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2023","INGENIERIA","INGENIERIA AMBIENTAL","DIURNA","PRESENCIAL","TUNJA","TUNJA","27-Feb-05","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","CIENCIAS","BIOLOGIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","3-Dec-99","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"SEGUNDO SEMESTRE DE 2023","CIENCIAS AGROPECUARIAS","MEDICINA VETERINARIA Y ZOOTECNIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","19-May-02","F","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2023","CIENCIAS AGROPECUARIAS","MEDICINA VETERINARIA Y ZOOTECNIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","2-Sep-04","F","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2023","CIENCIAS DE LA EDUCACION","LICENCIATURA EN MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","13-Mar-05","F","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","CIENCIAS DE LA EDUCACION","LICENCIATURA EN MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","27-Aug-03","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","CIENCIAS DE LA EDUCACION","LICENCIATURA EN INFORMATICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","29-Sep-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","CIENCIAS DE LA EDUCACION","LICENCIATURA EN INFORMATICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","22-Jan-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","CIENCIAS DE LA SALUD","PSICOLOGIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","25-Mar-05","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA CIVIL","DIURNA","PRESENCIAL","TUNJA","TUNJA","23-Jul-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA CIVIL","DIURNA","PRESENCIAL","TUNJA","TUNJA","15-Jun-98","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","10-Feb-05","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","27-Sep-04","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","23-Sep-03","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","8-Sep-99","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","31-Oct-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA METALURGICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","5-Feb-03","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA DE TRANSPORTE Y VIAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","28-May-05","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA DE TRANSPORTE Y VIAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","11-Sep-00","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","INGENIERIA","INGENIERIA DE SISTEMAS Y COMPUTACION","DIURNA","PRESENCIAL","TUNJA","TUNJA","20-Mar-02","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"SEGUNDO SEMESTRE DE 2023","SECCIONAL SOGAMOSO","INGENIERIA ELECTRONICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","8-Jul-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","SECCIONAL SOGAMOSO","INGENIERIA ELECTRONICA","DIURNA","PRESENCIAL","TUNJA","TUNJA","2-Jul-02","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2024","CIENCIAS","BIOLOGIA","DIURNA","PRESENCIAL","TUNJA","TUNJA","1-Jun-04","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2024","CIENCIAS","MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","11-Jan-04","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2024","CIENCIAS","MATEMATICAS","DIURNA","PRESENCIAL","TUNJA","TUNJA","5-Sep-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
